Dates,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CDW,CERN,CHKP,CHTR,CMCSA,COST,CPRT,CSCO,CSGP,CSX,CTAS,CTSH,CTXS,DLTR,DXCM,EA,EBAY,EXC,EXPE,FAST,FB,FISV,GILD,GOOG,GOOGL,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KHC,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,SPLK,SWKS,TCOM,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,XEL,XLNX
2017/10/12,150.5179596,153.6100006,84.4021759,107.7353363,118.9899979,192.3800049,141.4600067,51.27080154,14.19999981,169.9270477,1000.929993,129.2400055,168.4836884,60.8396759,226.654068,259.3299866,333.3099976,1918.949951,95.12999725,41.81999969,67.00439453,70.99690247,117.7600021,355.7099915,34.11504364,153.2951813,36.11000061,30.87026405,287.2399902,51.77442169,146.749649,71.83551788,79.65784454,91.37000275,46.84000015,117.1399994,37.35191345,35.94806671,143.8925476,21.31907845,172.5500031,63.58499908,74.67195892,987.8300171,1005.650024,161.7599945,208.2400055,112.7300034,36.89609909,142.8675385,362.5299988,38.50999832,69.20502472,98.50888062,31.94000053,30.81999969,177.5783234,60.5,110.7541809,88.05553436,39.58460999,246.1441956,55.95999908,74.12733459,40.58000183,45.38121033,195.8600006,40.65628052,259.6602783,189.5122375,112.7068405,207.0099945,59.59060287,64.46427917,104.2678299,68.86000061,48.36970139,447.1499939,61.6671257,53.16296005,61.77000046,5.603281498,84.73999786,63.49000168,100.6243286,54.74000168,61.27999878,355.6799927,103.4400024,86.63072205,66.63999939,190.1600037,83.08921051,108,153.9799957,64.38523865,108.6399994,78.18162537,150.6754608,45.27359009,69.44730377
2017/10/13,151.4731598,153.9299927,84.62069702,107.9914246,119.6299973,192.8099976,140.6100006,51.87670517,14.22000027,170.1595154,1002.940002,129.9400024,171.0942535,59.8885994,225.9433594,262.6799927,337.6400146,1929.060059,95.12000275,42,66.15895081,72.79779816,119.1299973,357.3999939,34.171978,155.8595123,36.31999969,31.06517601,287.019989,51.04969788,147.1661377,72.11668396,79.82440948,91.5,46.04000092,118.6200027,37.60687256,36.22502518,145.9637299,21.61608315,173.7400055,63.54000092,74.55254364,989.6799927,1007.869995,159.6000061,206.9199982,114.3099976,37.34799957,142.6618652,362.2900085,38.72000122,68.84194183,98.9599762,32.04000092,30.97999954,180.3418121,59.16999817,111.3831329,88.03635406,39.46153641,244.7848358,55.83000183,74.48297882,40.40000153,45.57514572,199.4900055,40.85292053,267.1990051,193.0439606,112.6970444,209.7200012,58.97083664,64.2521286,104.4254684,68.66000366,48.20543289,442.9599915,61.51120758,52.92549515,63,5.603281498,84.61000061,63.54999924,102.1762314,55.18999863,61.38999939,355.5700073,104.5800018,87.53798676,67.56999969,198.5800018,83.26764679,108.2200012,152.9100037,63.04154968,109.3600006,80.04136658,151.7927551,45.13431931,69.77310944
2017/10/16,154.2615967,150.4600067,84.4021759,108.6743164,119.1999969,193.3699951,140.8399963,52.93462372,14.26000023,169.1274719,1006.340027,131.3099976,171.3756866,60.28079224,224.7678986,272.8200073,335.6799927,1935.550049,94.66000366,41.97000122,66.36301422,71.32344055,118.0699997,362.6000061,34.74135208,154.8454742,36.27000046,31.13014412,286.2200012,51.05936432,146.46875,71.91307831,79.961586,91.94999695,44.97000122,117.4800034,37.03811264,36.62197113,144.388504,21.93164253,174.5200043,63.59999847,73.43200684,992,1009.349976,158.5500031,206.2299957,116.5999985,37.43273544,141.7705231,353.5499878,39.66999817,68.76225281,100.8677597,32.59000015,31.55999947,182.678009,58.20000076,111.0347748,88.16106415,39.33845139,232.8904419,56.22000122,74.63677979,41.49000168,45.71367645,202.6799927,40.93717575,269.9984741,196.3574524,112.4720001,209.0200043,58.69332504,64.26981354,105.3063354,67.30999756,47.80387115,445.6799927,61.3065567,52.15611649,62.88999939,5.593468189,84.06999969,64.26999664,102.4827805,55.47000122,60.97000122,350.6000061,104.7799988,88.13659668,66.94999695,193.6999969,83.33703613,108.4599991,154.6999969,62.80825806,107.2300034,79.15707397,153.1027374,45.02290726,69.62937927
2017/10/17,154.8308563,150.3800049,84.50668335,107.8586426,118.7200012,194.2700043,143.1600037,53.02118301,14.15999985,173.1162567,1009.130005,129.6900024,171.1330872,60.45728302,221.0774994,270.3200073,344.4700012,1934.530029,93.54000092,41.81000137,66.6059494,71.74892426,116.9499969,357.8399963,34.60850143,154.4261932,36.38999939,31.18583107,283.7200012,52.40251923,146.3040924,71.71916199,80.33392334,91.52999878,44.99000168,115.9800034,36.76354218,36.55735397,145.0205688,22.24720573,176.1100006,63.31499863,73.69836426,992.1799927,1011,160,206.4799957,115.6399994,37.46097946,142.5149078,355,39.59000015,68.66483307,101.5068054,32.47000122,31.51000023,184.7577972,58.93000031,111.3153992,87.97879028,38.94080734,234.6795959,56.52000046,74.57910919,40.38999939,46.04613495,199.4799957,41.27427292,267.3901367,196.1788788,112.6774826,212.0099945,58.18455505,64.26096344,104.0267563,66.66999817,47.83124542,442.5599976,61.62814713,51.77618027,64.08000183,5.603281498,83.72000122,63.97000122,102.8372192,54.61000061,60.93999863,355.75,103.9000015,88.17401123,67.51000214,202.2799988,83.57493591,108.5500031,155.0500031,62.89223862,107.6200027,78.19988251,153.0931244,45.23645782,69.35147095
2017/10/18,154.145813,153,84.56370544,108.0578232,118.5400009,194.2299957,140.2400055,53.22315216,14.06999969,173.1999207,997,129.5599976,166.6592102,60.30040359,222.3349609,268.9700012,344.5799866,1941.869995,88.62000275,41.79000092,66.71286011,71.9270401,118.0100021,352.0700073,34.35228348,153.6168823,36.43000031,31.13942337,283.75,51.87105179,146.4106445,71.69007111,80.60825348,91.47000122,44.95000076,113.1600037,37.23423386,36.57581711,148.0737762,22.48387909,176.0299988,63.53499985,73.48712158,992.8099976,1012.73999,163.0500031,205.6199951,115.1399994,37.89404678,142.7793884,354.3699951,40.31999969,68.27521515,101.5819931,32.40000153,31.37000084,190.3988037,59.72000122,112.021759,88.38174438,38.63784027,242.2960205,56.29000092,74.59832764,41.65000153,46.03689575,195.5399933,41.7798996,265.3644714,196.0102081,112.8829651,212.9900055,58.30480957,64.17258453,103.8042068,67.26000214,47.64871979,439.3699951,61.70610809,52.44106674,63.68000031,5.642533302,83.18000031,63.27999878,102.8276443,54.27000046,60.68000031,359.6499939,104.6100006,87.38832855,67.98999786,198.3699951,84.06066132,109.2600021,154.7599945,63.20950699,107.1800003,77.94460297,153.9214783,45.2457428,69.06399536
2017/10/19,150.4986267,171.7299957,84.37368774,108.712265,119.2900009,196.8500061,140.4600067,53.21352768,13.94999981,171.1915894,986.6099854,129.8899994,170.8225403,60.78084946,222.5992279,264.519989,342.4200134,1927.859985,88.12999725,41.81000137,66.46019745,72.03588104,117.9000015,351.6700134,35.0165596,154.5042114,36.40999985,31.32505798,280.480011,52.23825455,146.2072296,72.01002502,81.06877136,91.41000366,44.97999954,113.0699997,36.56741714,36.71429062,149.1628723,22.39570427,174.5599976,63.77500153,74.93831635,984.4500122,1001.840027,161.5800018,205.1799927,114.2699966,37.74341583,143.6119843,357.4599915,39.38000107,67.71730804,101.5444107,31.73999977,30.77000046,190.8641663,60.09000015,111.4702148,89.2740097,38.56209564,235.8890228,55.99000168,74.88669586,41.31000137,46.25854111,195.1300049,41.44281006,264.3898621,196.2284698,113.0101852,209.3000031,58.74882126,65.20676422,104.4718323,67.25,47.72173309,440.9400024,61.77432632,52.62154388,64.01000214,5.63272047,83.37999725,63.58000183,98.97662354,49.79999924,61.50999832,351.8099976,104.5599976,87.4070282,59.77999878,204.6199951,84.16972351,108.1900024,154.6000061,62.70560837,106.7699966,77.92636871,155.2410736,45.72856903,69.39937592
2017/10/20,150.75914,175.6399994,84.49720001,109.9547348,120.8099976,200.8800049,139.0200043,53.94445801,13.81000042,170.1130524,982.9099731,130.9400024,170.0461426,61.40836716,222.5536499,264.8999939,338.1000061,1942.109985,87.75,42.27999878,67.65549469,72.24367523,118.5,350.7600098,35.32022095,156.7565765,36.47999954,31.78913498,282.5599976,52.68274689,147.4179535,72.52390289,81.80361938,92.37000275,44.77999878,113.6200027,36.88121796,36.53889847,148.5794525,22.45603561,174.9799957,64.22000122,74.58929443,988.2000122,1005.070007,164.7100067,209.8800049,114.1900024,38.06351852,144.9342651,369.5799866,39,67.92984772,101.8169327,31.62999916,30.68000031,195.0046997,63.29000092,111.296051,88.96699524,38.83666229,235.6191559,56.45999908,75.75177002,41.5,48.1055603,194.1600037,41.72371674,264.3134155,195.3356171,113.3917999,205.8999939,59.2390976,66.2232666,103.4889603,70.97000122,47.47532272,432.980011,62.59291077,51.83316803,63.86000061,5.652347088,84.31999969,64.08999634,100.7297058,48.34999847,60.45999908,345.1000061,104.9300003,89.025177,59.90000153,204.8399963,84.11022949,108.9400024,154.6300049,63.50811768,108.5599976,78.77418518,156.8303833,45.73784637,69.15981293
2017/10/23,150.6819763,172.1600037,84.34516144,110.9790649,118.9899979,202.7599945,135.1999969,54.21374893,14.10000038,167.853714,966.2999878,131.2200012,172.8120117,60.26118469,222.5809937,266.1300049,328.5499878,1934.550049,86.45999908,42.15000153,67.59718323,71.68955994,117.5199966,345.0700073,34.68441391,157.994812,36.15000153,31.88194466,283.7000122,52.29623413,146.7302856,72.13608551,81.4704895,91.72000122,44.77000046,113.6600037,36.11632538,36.68659592,146.5180054,22.70199203,171.2700043,63.99499893,73.63407135,968.4500122,985.539978,164.4299927,211.5500031,113.4800034,38.44010925,144.2975922,373.519989,38.43000031,68.23978424,101.3094559,31.35000038,30.39999962,195.5270081,63.83000183,111.5766678,88.85186005,38.85559845,226.243576,56.36000061,75.77098846,41.56000137,48.02244568,192.4700012,41.89225769,262.8420105,195.0578613,113.9006348,205.6499939,59.51660156,65.98461914,103.5631409,69.80000305,48.7256279,432.7600098,62.67086792,51.54822159,62.36999893,5.593468189,84.27999878,64.23000336,100.3656769,48.43000031,61.47000122,337.019989,105.0100021,89.98856354,59.09999847,202.3600006,84.03092194,107.9599991,151.0599976,62.99489212,107.75,80.21456909,157.9862366,45.74712753,68.69024658
2017/10/24,151.5792694,171.5800018,85.78938293,110.4574127,119.2900009,203.7200012,136.6600037,54.2233696,14.25,167.7048798,975.9000244,132.1100006,173.1613464,61.50640869,225.6882019,264,315.730011,1932.290039,86.29000092,42.31000137,67.98588562,71.62028503,117.2699966,340.2600098,34.63696671,158.2385559,36.15999985,32.09542084,280.7399902,52.49916077,146.1103821,72.41725922,81.50967407,91.77999878,44.54999924,113.3899994,36.02807617,36.88969421,146.5666199,21.87985992,171.8000031,63.69499969,73.56978607,970.539978,988.4899902,162.6999969,210.8200073,114.0400009,38.55308151,145.5709229,371.4899902,38.52000046,68.38147736,101.2060776,31.18000031,30.26000023,195.4795227,61.86999893,113.0281067,89.52346802,38.90293503,225.3139954,56.83000183,75.79981995,41.59999847,48.33643723,196.0200043,41.96717072,268.0493774,197.1014862,114.2822723,203.3300018,59.09108353,62.21028519,102.6915359,70.20999908,49.51050568,426.5100098,62.70010376,51.55770874,62.36000061,5.61309433,84.76999664,65.41000366,100.787178,48.04999924,62.27999878,337.3399963,105.2200012,90.2036972,59.90999985,203.3099976,84.13996887,108.8899994,151.1100006,62.78959274,107.1800003,80.12339783,157.2734833,45.92354584,68.62317657
2017/10/25,150.9135284,171.8300018,85.38085175,110.3435898,119.9400024,201.75,132.0099945,53.18466949,12.32999992,165.0364227,972.9099731,132.8500061,172.1229553,60.60435867,223.9933929,263.0400085,314.6400146,1928.810059,84.79000092,42.22000122,67.20847321,71.04637909,115.5599976,344.9100037,34.95013046,158.1313019,35.75,31.83553696,278.4100037,51.13666916,145.4420624,71.99063873,80.76502991,91.61000061,44.68999863,114.5599976,35.96923447,36.99123764,143.8148041,21.78643608,170.6000061,64.10500336,73.37689209,973.3300171,991.460022,162.0399933,204.8500061,114.5500031,38.39302826,146.3936768,372.4200134,37.40000153,68.47888184,100.2850876,31.19000053,30.17000008,192.8489838,62.06999969,112.5636444,88.57363892,38.89346695,221.405838,56.5,75.57875824,41.06000137,47.51451874,193.7700043,40.9278183,262.956604,192.1213837,113.9887161,202.7200012,59.27608871,62.07770157,102.0610123,71.01999664,49.13632202,421.9299927,62.21284866,51.44373703,62,5.456085205,85.69000244,65.13999939,100.1740875,47.34999847,61.93000031,325.8399963,104.8700027,89.6237793,59.91999817,201.2899933,83.46588898,107.75,146.8000031,64.72116089,105.8000031,79.57643127,157.2349396,45.84926224,67.77029419
2017/10/26,151.8783569,173.75,86.04594421,111.2541275,121.3499985,202.9799957,126.0699997,53.79058075,12.01000023,164.1252594,972.4299927,133.8399963,172.569397,60.84948349,222.1162872,260.6199951,307.6400146,1939.290039,82.52999878,42.72000122,67.3445282,70.57141113,115.8799973,316.2900085,34.4187088,158.4043579,35.90999985,31.80769348,289.25,50.58588028,146.7883911,72.31060791,79.55986786,93.23000336,44.45999908,115.8300018,36.18497467,36.81584167,143.2799988,22.18348503,170.6300049,64.47000122,71.53076935,972.5599976,991.4199829,164.25,208.3099976,115.5599976,38.92966461,148.2253265,372.3599854,36.81000137,68.45231628,102.2962341,30.98999977,30,196.3722076,62.00999832,114.9633408,89.34117889,38.73250961,228.8923187,56.75,75.7036972,40.59999847,48.03167343,195.2100067,41.59262085,263.7687683,194.1352539,114.1159134,214,59.74785233,63.71294403,102.6729813,71.33999634,49.09980774,416.0400085,62.63189316,52.15611649,61.18999863,5.475710869,86.80999756,66.66999817,101.0841522,46.59999847,61.72999954,326.1700134,105.4300003,89.93244934,59.95000076,200.5099945,84.09040833,109.1999969,143.7599945,62.62163925,107.1200027,81.48174286,156.8303833,45.54286575,67.68403625
2017/10/27,157.3201599,177.3300018,86.66355133,112.155159,123.5800018,235.9400024,128.6199951,54.52150345,11.84000015,162.9723206,1100.949951,135.7799988,173.6465912,62.88890839,230.4447327,239.3699951,307.7399902,1890.920044,83.15000153,43.08000183,67.63606262,64.62449646,117.5,319.7600098,34.9121666,158.3263397,35.88000107,31.95619965,299.3800049,50.76947403,146.7980652,73.0959549,81.02955627,93.20999908,44.56000137,116.8899994,36.08690643,37.15740967,120.3707428,22.04335022,177.8800049,65.08999634,70.7868042,1019.27002,1033.670044,168.3699951,210.0399933,116.2699966,41.80113983,150.3116302,373.7799988,37.36000061,68.45231628,101.5632019,30.48999977,29.62000084,197.5308228,62.40000153,115.0214081,90.87625885,38.51475906,235.9390106,56.75,80.55773163,40.84999847,48.08708954,199.5399933,41.20871735,270.90625,200.2562256,114.4192734,217.0399933,60.49714279,63.52732849,102.5524368,71.05999756,49.80254364,409.2200012,62.19335938,52.12762451,62.72999954,5.436458111,87.19000244,66.65000153,103.3736877,47.13000107,62.95000076,320.8699951,107.8399963,91.19515228,60.25,198.9299927,84.19944763,109.0699997,150.1100006,60.16753769,108.5100021,79.41233826,155.6745148,45.69142532,69.72520447
2017/10/30,160.8612366,176.0299988,86.76805878,110.9506149,123.9100037,235.5700073,127.8099976,53.76172638,10.89000034,162.3307648,1110.849976,135.8000031,172.6761322,64.02628326,238.0350952,236.4199982,315.7999878,1879.72998,81.97000122,42.90000153,67.35424042,65.76242828,116.4899979,323.980011,34.63696671,156.2300262,36.04000092,31.59422684,294.5,49.86115265,144.531601,73.21230316,80.72583771,91.44000244,45.24000168,117.5800018,36.28303528,37.14818573,116.8896408,21.85650635,179.8699951,64.72499847,69.79486084,1017.109985,1033.130005,164.4100037,203.8099976,114.2399979,41.77289581,148.3428497,376.0899963,37.41999817,66.65466309,100.8865509,30.93000031,30.11000061,195.8214417,61.72000122,114.682724,91.34635162,37.20820999,234.38974,56.83000183,80.63463593,41.65000153,48.3549118,198.3699951,40.74991226,264.1987915,202.2204895,114.2235641,213.7899933,59.63685226,62.27214813,101.6715775,71.15000153,49.88467407,406.519989,61.80355453,52.40307999,62.68999863,5.407018661,86.26000214,66.33999634,107.291748,47.00999832,59.58000183,320.0799866,109.7099991,90.42326355,59.04000092,201.6900024,83.96154022,107.5800018,149.5299988,61.8284874,108.4199982,78.20896912,155.0869293,45.76569748,70.00311279
2017/10/31,163.0996704,175.1600037,86.74906921,110.2677307,124.9599991,238.9799957,119.6600037,54.27145767,10.98999977,162.9165192,1105.280029,136.7100067,175.4128723,64.21257782,240.4771423,243.9400024,311.6600037,1911.959961,82.08999634,43.15999985,68.02478027,66.81130219,117.7099991,334.1700134,34.19096375,157.0588074,36.29000092,31.69631958,295.75,48.73057556,144.3572388,73.36742401,80.94139099,91.25,44.97000122,119.5999985,36.91063309,37.1204834,121.2167282,21.94058609,180.0599976,64.71499634,68.84881592,1016.640015,1033.040039,166.1699982,205.1900024,113.25,42.82734299,147.9216614,375.3599854,37.52000046,68.47888184,102.3338242,30.85000038,29.88999939,198.072113,61.50999832,115.6116562,90.9529953,39.22483826,240.1970062,57.93000031,79.95218658,44.31000137,48.52113342,196.4299927,41.59262085,269.3678589,205.1668854,114.5366898,210.9499969,59.46905518,63.40357971,102.2093658,72.55999756,46.55355835,402.6199951,61.87177658,52.08962631,61.31000137,5.338328362,86.51999664,67.30000305,109.0735474,47.88999939,59.77000046,331.5299988,110.6500015,91.01629639,58.47999954,201.7899933,84.30848694,107.5199966,146.2299957,61.83781815,110.9899979,81.3814621,155.1543732,45.97925568,70.61641693
2017/11/1,161.0252533,176.25,86.45449829,109.4520416,124.7799988,234.9499969,116.0599976,53.57899094,10.80000019,163.1024933,1103.680054,135.6000061,176.0436554,64.05570221,236.2673798,245.4299927,315.730011,1913.060059,80.91999817,43.00999832,66.97524261,64.8026123,103.0100021,338.2200012,34.23841095,158.6286011,35.84000015,32.13254929,295.1300049,48.46001816,142.4975739,71.30225372,80.56906128,91.12000275,44.86000061,114.4700012,36.81257248,37.06510162,118.6788177,21.85182953,182.6600037,62.75999832,68.72943115,1025.5,1042.599976,159.2400055,207.7400055,107.9599991,43.97592545,148.2546997,376.0400085,37.86000061,68.80653381,98.81900787,31.34000015,30.29000092,192.7064972,61.49000168,116.2696304,89.21643829,39.07336044,238.907608,57.79999924,79.95218658,44.38000107,48.32720184,198,41.69562149,263.6828003,205.5537872,114.7813263,207.5599976,59.79533768,62.74062729,102.1166382,72.37999725,48.78951263,397,61.86202621,52.36508942,60.29000092,5.338328362,86.12000275,66.98999786,106.6403351,47.54999924,59.75,321.0799866,110.5599976,90.69625092,58.63999939,204.8300018,89.09637451,108.8600006,142.6300049,62.52832794,110.2699966,81.35411835,154.9906616,45.70999146,69.99353027
2017/11/2,162.2023773,180.9400024,86.26447296,108.446701,124.7200012,233.4700012,115.6299973,54.10795593,10.85000038,160.3038635,1094.219971,148.6799927,176.8685608,64.1733551,236.4587097,242.0899963,309.3999939,1911.140015,82.73999786,43.79000092,68.02478027,64.78281403,106.6200027,337.6600037,33.35588074,160.8321686,36.5,31.75200081,293.6199951,49.88047028,142.9140625,72.09729004,80.69643402,92.55000305,47.72000122,112.6900024,36.67528152,37.59130096,120.0984726,22.22553253,178.9199982,63.29000092,67.79258728,1025.579956,1042.969971,151.8300018,208.8200073,106.5100021,44.34309769,149.0285034,379.75,37.88000107,69.09876251,99.97496033,31.62000084,30.48999977,196.4102173,60.75999832,115.7664871,89.66737366,38.96921158,235.8890228,57.45000076,80.78842926,44.34000015,48.33643723,199.3200073,41.43344116,263.8070679,204.3038177,114.9378738,214.5200043,60.16824341,63.60688019,102.0424652,72.25,50.04895782,397.4500122,62.71959686,52.11812592,60.77999878,5.240197182,86.94999695,66.55000305,107.0618515,46.45999908,58.29999924,299.2600098,108.5,91.11042786,58.27000046,202.8999939,90.2264328,109.3799973,144.8999939,62.31370544,110.5999985,80.77066803,151.6867981,45.73784637,69.45689392
2017/11/3,166.4380951,182.3000031,87.23364258,106.4549255,124.8499985,241.3500061,117.9499969,54.38686752,11.11999989,161.2615204,1111.599976,149.1000061,179.129776,61.96724701,249.334137,241.5399933,314.1400146,1894.48999,84.12999725,43.90000153,68.06363678,64.74324799,105.6500015,335.4299927,33.85882568,162.2849884,36.40999985,31.99332619,295.7799988,49.58092499,143.7082977,72.01002502,83.18512726,93.75,49.11999893,113.1999969,36.77334595,37.79440308,119.6511917,22.37967682,178.9199982,63.51499939,67.47109985,1032.47998,1049.98999,155.4900055,213.9900055,105.0800018,43.62759018,150.4879456,384.25,38.41999817,69.07218933,99.89977264,30.51000023,29.60000038,196.6476288,61.15000153,117.6146469,89.85925293,38.7893219,267.2243042,57.66999817,80.87493134,43.70999908,49.3615303,200.0099945,41.42408371,268.0302429,207.0319519,112.5502701,212.5,59.65550232,63.04116058,102.2001038,73.38999939,56.41002655,408.4100037,62.49546051,53.21994781,61.38000107,5.200944901,86.91999817,67.62999725,108.4317169,46.40000153,58.90999985,306.0899963,108.9300003,92.23060608,59.65000153,202.0500031,90.23635864,108.4899979,149.9700012,62.39769745,109.7600021,79.32117462,153.7192078,46.04424667,69.76354218
2017/11/6,168.1266022,180.8000031,87.68022156,105.5918274,123.8199997,244.5,115.9400024,54.17528152,11.93000031,158.8069153,1120.660034,151.1999969,179.4597321,59.68268967,252.8787079,244.5299988,315.4700012,1903,82.95999908,44.29000092,68.21910858,65.02029419,105.2099991,348.3999939,33.72597122,160.9297028,36.22000122,31.93763733,299.8800049,49.42631912,142.9334412,72.50450897,82.63643646,93.38999939,49.93999863,112.4599991,36.64586258,37.56360626,119.5831223,22.44974709,180.1699982,63.88499832,66.47916412,1025.900024,1042.680054,151.4900055,209.1900024,105.4300003,44.22707367,149.5476227,384.8299866,39.00999832,68.18664551,99.157341,30.67000008,29.63999939,196.2677765,61.79000092,118.0307236,91.49027252,38.26859283,268.403717,57.52000046,81.19213867,43.25,50.59902954,200.1300049,42.13570786,295.9015198,207.9645081,114.2137833,208.8600006,59.66481781,62.41358566,101.3099594,74.73999786,57.05799866,406.6300049,62.50521088,53.73286819,58.75999832,5.25000906,87.22000122,68.41000366,111.4397278,45.90999985,55.54000092,302.7799988,107,92.75773621,59.91999817,201.3300018,90.30574036,109.8499985,148.9799957,61.52989578,108.4199982,80.08695221,155.2603455,45.86784744,71.39263153
2017/11/7,168.6669006,180.8800049,87.3191452,106.9386292,123.4000015,246.4600067,117.4199982,54.30992889,12.05000019,161.2986755,1123.170044,151.9299927,178.1010742,59.77093887,247.2291718,243.4700012,313.5700073,1645.719971,83.76999664,44.29999924,66.42133331,65.22809601,104.9899979,343.0100098,34.53258896,162.1289673,35.75,31.92835236,299.3599854,50.07373428,143.223999,72.378479,82.77361298,93.62000275,50.11000061,111.6999969,36.68509293,38.09904861,116.3062057,22.44040489,180.25,63.48500061,67.24150085,1033.329956,1052.390015,150.0800018,211.7400055,108.1399994,44.30283356,149.3811035,391.0400085,39.79000092,69.23159027,101.0275116,30.54000092,29.68000031,198.6609192,60.24000168,116.9759979,87.72935486,39.01654816,265.5050964,57.91999817,80.99987793,43.95000076,50.5251503,195.8899994,41.80799103,292.9395142,210.3453827,114.1550751,208.1100006,59.91653061,62.29866409,102.4319077,74.41000366,58.49995804,404.3900146,63.13864517,54.35026169,58.45000076,5.240197182,86.91000366,68,106.5158081,45.90000153,55.36000061,306.0499878,106.3899994,92.6259613,58.70999908,198.0099945,91.48537445,109.0999985,151.3099976,63.37746429,108.5299988,78.48246002,155.6552582,46.45279312,70.82723999
2017/11/8,170.0466919,184.0599976,87.41417694,106.7868805,123.8399963,252.7400055,115.3899994,54.7427063,11.71000004,161.3916779,1132.880005,151.4799957,176.1504059,63.29091644,248.2132874,241.1799927,312.5799866,1661.109985,82.80999756,44.06999969,65.93544006,65.58432007,105.3600006,337.8999939,34.36177063,164.829834,35.90000153,32.02116776,300.7000122,49.75486374,144.9093475,72.11668396,84.17473602,93.90000153,48.99000168,114.1500015,36.29283905,38.14520264,115.2852097,22.64126587,179.5599976,64.41000366,67.14045715,1039.849976,1058.290039,150.0700073,211.1999969,104.9800034,44.22707367,149.8218994,392.3399963,40.33000183,70.47134399,100.6328125,29.79999924,28.82999992,200.6077576,61.63999939,116.0954666,89.04374695,39.38578796,259.9776917,58,81.27862549,44.09000015,51.09772873,196.4400024,42.44470596,300.1915894,207.49823,113.8419266,209.6499939,60.17757034,62.33401871,103.8505707,74.76999664,59.76852036,415.1700134,62.24209213,55.00566101,57.86999893,5.270681381,87.06999969,71.16000366,108.3933945,45.95000076,56.22000122,304.3900146,117.6500015,92.66360474,58.91999817,195.8999939,91.76293182,109.9700012,147.3999939,64.29192352,110.8799973,79.42144775,155.067688,46.65706253,70.54933929
2017/11/9,169.6993561,181.9199982,85.22880554,106.1988373,122.4000015,249.6300049,116.3700027,53.35779953,11.11999989,161.7821655,1129.130005,150.4700012,172.7537689,62.07510376,242.0535126,240.0599976,309.9599915,1703.140015,82.40000153,43.54999924,65.26491547,64.79271698,103.6299973,341.2000122,34.69390488,164.8883209,35.61999893,31.60349846,299.2900085,48.537323,142.4026184,71.69007111,82.33271027,94.37999725,50.38000107,111.8899994,34.9984169,37.97902679,114.0794525,22.20684433,179.3000031,64.44000244,67.06699371,1031.26001,1047.719971,150.1900024,209.6100006,102.9899979,43.84825134,149.2831573,390,39.79999924,70.32080841,96.23458099,29.60000038,28.53000069,195.9068604,64.01000214,114.9633408,87.12490845,39.14909363,266.284729,58.68000031,80.82685852,43.5,49.69399643,193.8999939,43.35296249,298.9303284,203.6887512,112.8340454,211.0899963,60.37334061,61.36170578,103.3684082,74.09999847,58.95627975,406.2099915,62.92425919,54.48324585,57.90999985,5.221512794,86.90000153,70.77999878,106.4487457,45.90000153,56,302.9899902,115.1600037,91.3551712,58.38999939,199.1900024,90.02818298,109.4199982,148.1699982,64.88912201,106.1500015,79.88638306,155.5589447,46.8984642,67.80861664
2017/11/10,169.1376801,181.7200012,85.12429047,105.3641891,123.1100006,249.4600067,115.1699982,54.20413589,11.26000023,160.2480316,1125.349976,150.2799988,174.296814,61.77114868,241.4339142,237.3999939,310.4400024,1697.25,82.02999878,44.04000092,65.36206818,64.62449646,102.5100021,338.4400024,34.96910095,167.0821686,35.84999847,31.54781342,296.6799927,48.39237595,143.0586853,72.00035095,82.51887512,95.05999756,50.74000168,112.75,35.272995,38.1267395,117.4049835,22.23019791,178.4600067,64,67.75584412,1028.069946,1044.150024,147.6799927,208.9400024,104.7600021,43.16638184,150.1549225,389.1499939,39.95999908,70.59532166,96.27217865,29.71999931,28.69000053,196.9515381,64.87000275,116.2212448,87.84446716,39.71715927,270.7426147,61.15999985,80.61541748,44.77999878,49.44464493,192.0200043,43.39041519,289.3851318,214.4227753,113.5581665,214.4299927,60.19620895,61.51195526,104.5460052,73.98999786,58.92889786,404.5400085,64.08391571,54.17929459,57.95999908,5.251013279,87.27999878,69.73999786,105.7685928,45.66999817,56.79999924,302.9899902,115.6800003,91.25163269,58.52000046,200.7599945,89.42349243,109.75,148.7400055,66.62537384,107.3099976,81.06238556,155.6263885,46.61063766,68.87232208
